Date,Transaction_Count
2017-01-03,$958
2017-01-04,$1905
2017-01-04,$2007
2017-01-04,$3382
2017-01-04,$1551
2017-01-04,$1379
2017-01-04,$1840
2017-01-04,$1951
2017-01-04,$3034
2017-01-04,$2142
2017-01-04,$834
2017-01-04,$2505
2017-01-04,$1254
2017-01-04,$908
2017-01-04,$1352
2017-01-04,$1454
2017-01-04,$722
2017-01-04,$1381
2017-01-04,$1304
2017-01-04,$1226
2017-01-04,$1401
2017-01-04,$1103
2017-01-04,$788
2017-01-04,$1110
2017-01-04,$2299
2017-01-04,$1036
2017-01-04,$616
2017-01-04,$1644
2017-01-04,$1190
2017-01-04,$1180
2017-01-04,$704
2017-01-04,$1380
2017-01-04,$516
2017-01-04,$926
2017-01-04,$2128
2017-01-04,$702
2017-01-04,$1127
2017-01-04,$1776
2017-01-04,$1663
2017-01-04,$1471
2017-01-04,$1589
2017-01-04,$1270
2017-01-04,$1290
2017-01-04,$1545
2017-01-04,$4569
2017-01-04,$4016
2017-01-04,$3586
2017-01-04,$4178
2017-01-04,$2905
2017-01-04,$3193
2017-01-04,$2620
2017-01-04,$1880
2017-01-04,$1177
2017-01-04,$818
2017-01-05,$1807
2017-01-05,$1741
2017-01-05,$3109
2017-01-05,$1439
2017-01-05,$1300
2017-01-05,$1533
2017-01-05,$1693
2017-01-05,$2685
2017-01-05,$2157
2017-01-05,$842
2017-01-05,$2280
2017-01-05,$1146
2017-01-05,$774
2017-01-05,$1368
2017-01-05,$1417
2017-01-05,$703
2017-01-05,$1539
2017-01-05,$1278
2017-01-05,$1054
2017-01-05,$1525
2017-01-05,$1018
2017-01-05,$754
2017-01-05,$1002
2017-01-05,$2411
2017-01-05,$855
2017-01-05,$528
2017-01-05,$1656
2017-01-05,$1229
2017-01-05,$1180
2017-01-05,$790
2017-01-05,$1517
2017-01-05,$582
2017-01-05,$913
2017-01-05,$2042
2017-01-05,$751
2017-01-05,$1157
2017-01-05,$1358
2017-01-05,$1366
2017-01-05,$1269
2017-01-05,$1451
2017-01-05,$1068
2017-01-05,$1028
2017-01-05,$1528
2017-01-05,$4105
2017-01-05,$3575
2017-01-05,$3259
2017-01-05,$3856
2017-01-05,$2707
2017-01-05,$2834
2017-01-05,$2335
2017-01-05,$1621
2017-01-05,$1018
2017-01-05,$777
2017-01-06,$1856
2017-01-06,$2092
2017-01-06,$3455
2017-01-06,$1530
2017-01-06,$1437
2017-01-06,$1836
2017-01-06,$2076
2017-01-06,$2936
2017-01-06,$1855
2017-01-06,$780
2017-01-06,$2229
2017-01-06,$1095
2017-01-06,$777
2017-01-06,$1122
2017-01-06,$1328
2017-01-06,$636
2017-01-06,$1363
2017-01-06,$1184
2017-01-06,$1007
2017-01-06,$1338
2017-01-06,$958
2017-01-06,$743
2017-01-06,$1139
2017-01-06,$2499
2017-01-06,$1045
2017-01-06,$591
2017-01-06,$1618
2017-01-06,$1115
2017-01-06,$1143
2017-01-06,$759
2017-01-06,$1390
2017-01-06,$593
2017-01-06,$839
2017-01-06,$2329
2017-01-06,$660
2017-01-06,$1142
2017-01-06,$1567
2017-01-06,$1658
2017-01-06,$1274
2017-01-06,$1436
2017-01-06,$1106
2017-01-06,$1172
2017-01-06,$1388
2017-01-06,$4881
2017-01-06,$4348
2017-01-06,$3606
2017-01-06,$4197
2017-01-06,$3058
2017-01-06,$3361
2017-01-06,$2634
2017-01-06,$1884
2017-01-06,$1147
2017-01-06,$751
2017-01-07,$1303
2017-01-07,$2154
2017-01-07,$3813
2017-01-07,$1733
2017-01-07,$1359
2017-01-07,$2218
2017-01-07,$1868
2017-01-07,$2983
2017-01-07,$2549
2017-01-07,$1027
2017-01-07,$2647
2017-01-07,$1265
2017-01-07,$1127
2017-01-07,$1602
2017-01-07,$1365
2017-01-07,$747
2017-01-07,$1736
2017-01-07,$1355
2017-01-07,$1560
2017-01-07,$1782
2017-01-07,$1335
2017-01-07,$780
2017-01-07,$1059
2017-01-07,$2163
2017-01-07,$1331
2017-01-07,$535
2017-01-07,$1957
2017-01-07,$1433
2017-01-07,$1283
2017-01-07,$713
2017-01-07,$1533
2017-01-07,$606
2017-01-07,$960
2017-01-07,$2272
2017-01-07,$783
2017-01-07,$1191
2017-01-07,$1642
2017-01-07,$2108
2017-01-07,$1914
2017-01-07,$1416
2017-01-07,$1308
2017-01-07,$1539
2017-01-07,$1552
2017-01-07,$5608
2017-01-07,$4783
2017-01-07,$4864
2017-01-07,$4905
2017-01-07,$4090
2017-01-07,$3725
2017-01-07,$3416
2017-01-07,$1742
2017-01-07,$1335
2017-01-07,$880
2017-01-08,$558
2017-01-08,$1958
2017-01-08,$3613
2017-01-08,$1658
2017-01-08,$1062
2017-01-08,$2146
2017-01-08,$1543
2017-01-08,$2706
2017-01-08,$2187
2017-01-08,$936
2017-01-08,$2627
2017-01-08,$1235
2017-01-08,$842
2017-01-08,$1028
2017-01-08,$1071
2017-01-08,$678
2017-01-08,$1816
2017-01-08,$1341
2017-01-08,$1066
2017-01-08,$2131
2017-01-08,$1292
2017-01-08,$850
2017-01-08,$955
2017-01-08,$1743
2017-01-08,$917
2017-01-08,$593
2017-01-08,$1987
2017-01-08,$1621
2017-01-08,$1376
2017-01-08,$604
2017-01-08,$1572
2017-01-08,$615
2017-01-08,$1057
2017-01-08,$2136
2017-01-08,$743
2017-01-08,$1235
2017-01-08,$1226
2017-01-08,$2001
2017-01-08,$1648
2017-01-08,$1230
2017-01-08,$1355
2017-01-08,$1401
2017-01-08,$1483
2017-01-08,$5305
2017-01-08,$4691
2017-01-08,$4834
2017-01-08,$4983
2017-01-08,$4174
2017-01-08,$3578
2017-01-08,$3167
2017-01-08,$1856
2017-01-08,$1428
2017-01-08,$926
2017-01-09,$1798
2017-01-09,$1805
2017-01-09,$2977
2017-01-09,$1394
2017-01-09,$1250
2017-01-09,$1771
2017-01-09,$1958
2017-01-09,$2677
2017-01-09,$2073
2017-01-09,$879
2017-01-09,$2132
2017-01-09,$1154
2017-01-09,$797
2017-01-09,$1279
2017-01-09,$1439
2017-01-09,$737
2017-01-09,$1485
2017-01-09,$1212
2017-01-09,$1047
2017-01-09,$1374
2017-01-09,$1072
2017-01-09,$781
2017-01-09,$943
2017-01-09,$2087
2017-01-09,$741
2017-01-09,$445
2017-01-09,$1351
2017-01-09,$926
2017-01-09,$1009
2017-01-09,$618
2017-01-09,$1269
2017-01-09,$549
2017-01-09,$876
2017-01-09,$2009
2017-01-09,$620
2017-01-09,$1054
2017-01-09,$1400
2017-01-09,$1240
2017-01-09,$1302
2017-01-09,$1473
2017-01-09,$1017
2017-01-09,$1018
2017-01-09,$1453
2017-01-09,$4115
2017-01-09,$3497
2017-01-09,$3281
2017-01-09,$3728
2017-01-09,$2695
2017-01-09,$2835
2017-01-09,$2286
2017-01-09,$1430
2017-01-09,$940
2017-01-09,$813
2017-01-10,$1732
2017-01-10,$1765
2017-01-10,$2767
2017-01-10,$1179
2017-01-10,$1240
2017-01-10,$1555
2017-01-10,$1847
2017-01-10,$2473
2017-01-10,$1921
2017-01-10,$881
2017-01-10,$2303
2017-01-10,$1131
2017-01-10,$852
2017-01-10,$1298
2017-01-10,$1381
2017-01-10,$667
2017-01-10,$1414
2017-01-10,$1256
2017-01-10,$1068
2017-01-10,$1361
2017-01-10,$1007
2017-01-10,$648
2017-01-10,$936
2017-01-10,$2139
2017-01-10,$702
2017-01-10,$503
2017-01-10,$1513
2017-01-10,$1270
2017-01-10,$1238
2017-01-10,$747
2017-01-10,$1380
2017-01-10,$506
2017-01-10,$940
2017-01-10,$2063
2017-01-10,$613
2017-01-10,$1167
2017-01-10,$1408
2017-01-10,$1169
2017-01-10,$1332
2017-01-10,$1420
2017-01-10,$875
2017-01-10,$988
2017-01-10,$1406
2017-01-10,$3899
2017-01-10,$3218
2017-01-10,$2816
2017-01-10,$3406
2017-01-10,$2354
2017-01-10,$2710
2017-01-10,$2216
2017-01-10,$1489
2017-01-10,$972
2017-01-10,$791
2017-01-11,$1868
2017-01-11,$1794
2017-01-11,$3009
2017-01-11,$1407
2017-01-11,$1266
2017-01-11,$1658
2017-01-11,$1829
2017-01-11,$2776
2017-01-11,$1810
2017-01-11,$726
2017-01-11,$1904
2017-01-11,$1180
2017-01-11,$718
2017-01-11,$1281
2017-01-11,$1222
2017-01-11,$658
2017-01-11,$1231
2017-01-11,$1110
2017-01-11,$987
2017-01-11,$1159
2017-01-11,$1005
2017-01-11,$800
2017-01-11,$955
2017-01-11,$2215
2017-01-11,$851
2017-01-11,$520
2017-01-11,$1654
2017-01-11,$1043
2017-01-11,$1079
2017-01-11,$745
2017-01-11,$1229
2017-01-11,$552
2017-01-11,$854
2017-01-11,$1969
2017-01-11,$585
2017-01-11,$989
2017-01-11,$1597
2017-01-11,$1433
2017-01-11,$1201
2017-01-11,$1327
2017-01-11,$1085
2017-01-11,$1099
2017-01-11,$1303
2017-01-11,$4271
2017-01-11,$3402
2017-01-11,$2991
2017-01-11,$3496
2017-01-11,$2358
2017-01-11,$2893
2017-01-11,$2168
2017-01-11,$1732
2017-01-11,$995
2017-01-11,$703
2017-01-12,$1688
2017-01-12,$1721
2017-01-12,$2669
2017-01-12,$1183
2017-01-12,$1148
2017-01-12,$1473
2017-01-12,$1709
2017-01-12,$2514
2017-01-12,$1808
2017-01-12,$785
2017-01-12,$1906
2017-01-12,$1091
2017-01-12,$734
2017-01-12,$1244
2017-01-12,$1325
2017-01-12,$603
2017-01-12,$1244
2017-01-12,$1124
2017-01-12,$872
2017-01-12,$1206
2017-01-12,$873
2017-01-12,$702
2017-01-12,$949
2017-01-12,$2089
2017-01-12,$770
2017-01-12,$506
2017-01-12,$1324
2017-01-12,$1068
2017-01-12,$1053
2017-01-12,$685
2017-01-12,$1297
2017-01-12,$555
2017-01-12,$828
2017-01-12,$2027
2017-01-12,$631
2017-01-12,$1108
2017-01-12,$1469
2017-01-12,$1203
2017-01-12,$1119
2017-01-12,$1259
2017-01-12,$957
2017-01-12,$967
2017-01-12,$1234
2017-01-12,$3838
2017-01-12,$3073
2017-01-12,$2755
2017-01-12,$3163
2017-01-12,$2403
2017-01-12,$2668
2017-01-12,$2076
2017-01-12,$1408
2017-01-12,$909
2017-01-12,$678
2017-01-13,$1831
2017-01-13,$2049
2017-01-13,$3273
2017-01-13,$1479
2017-01-13,$1330
2017-01-13,$1775
2017-01-13,$1942
2017-01-13,$2922
2017-01-13,$1790
2017-01-13,$703
2017-01-13,$1886
2017-01-13,$1106
2017-01-13,$740
2017-01-13,$1138
2017-01-13,$1248
2017-01-13,$677
2017-01-13,$1219
2017-01-13,$1121
2017-01-13,$880
2017-01-13,$1186
2017-01-13,$901
2017-01-13,$660
2017-01-13,$1037
2017-01-13,$2356
2017-01-13,$1111
2017-01-13,$631
2017-01-13,$1471
2017-01-13,$983
2017-01-13,$1015
2017-01-13,$716
2017-01-13,$1257
2017-01-13,$580
2017-01-13,$798
2017-01-13,$2211
2017-01-13,$657
2017-01-13,$971
2017-01-13,$1526
2017-01-13,$1412
2017-01-13,$1281
2017-01-13,$1294
2017-01-13,$1066
2017-01-13,$1183
2017-01-13,$1273
2017-01-13,$4550
2017-01-13,$3810
2017-01-13,$3215
2017-01-13,$3724
2017-01-13,$2596
2017-01-13,$3301
2017-01-13,$2489
2017-01-13,$1846
2017-01-13,$1086
2017-01-13,$766
2017-01-14,$1307
2017-01-14,$2153
2017-01-14,$3777
2017-01-14,$1759
2017-01-14,$1390
2017-01-14,$2195
2017-01-14,$1902
2017-01-14,$3034
2017-01-14,$2327
2017-01-14,$974
2017-01-14,$2290
2017-01-14,$1311
2017-01-14,$1143
2017-01-14,$1519
2017-01-14,$1234
2017-01-14,$809
2017-01-14,$1570
2017-01-14,$1318
2017-01-14,$1499
2017-01-14,$1803
2017-01-14,$1259
2017-01-14,$779
2017-01-14,$1106
2017-01-14,$1998
2017-01-14,$1561
2017-01-14,$577
2017-01-14,$1780
2017-01-14,$1421
2017-01-14,$1167
2017-01-14,$704
2017-01-14,$1435
2017-01-14,$653
2017-01-14,$1030
2017-01-14,$2374
2017-01-14,$837
2017-01-14,$1241
2017-01-14,$1603
2017-01-14,$1924
2017-01-14,$1752
2017-01-14,$1395
2017-01-14,$1260
2017-01-14,$1512
2017-01-14,$1453
2017-01-14,$5168
2017-01-14,$4549
2017-01-14,$4450
2017-01-14,$4796
2017-01-14,$3852
2017-01-14,$3631
2017-01-14,$3270
2017-01-14,$1705
2017-01-14,$1407
2017-01-14,$958
2017-01-15,$537
2017-01-15,$1936
2017-01-15,$3738
2017-01-15,$1679
2017-01-15,$1201
2017-01-15,$2193
2017-01-15,$1635
2017-01-15,$2773
2017-01-15,$2256
2017-01-15,$918
2017-01-15,$2655
2017-01-15,$1188
2017-01-15,$873
2017-01-15,$1002
2017-01-15,$1073
2017-01-15,$827
2017-01-15,$1763
2017-01-15,$1284
2017-01-15,$1086
2017-01-15,$2122
2017-01-15,$1506
2017-01-15,$794
2017-01-15,$930
2017-01-15,$1827
2017-01-15,$1005
2017-01-15,$651
2017-01-15,$1990
2017-01-15,$1663
2017-01-15,$1408
2017-01-15,$659
2017-01-15,$1608
2017-01-15,$659
2017-01-15,$962
2017-01-15,$2134
2017-01-15,$728
2017-01-15,$1090
2017-01-15,$1140
2017-01-15,$1911
2017-01-15,$1633
2017-01-15,$1134
2017-01-15,$1421
2017-01-15,$1412
2017-01-15,$1613
2017-01-15,$5459
2017-01-15,$4529
2017-01-15,$4530
2017-01-15,$4854
2017-01-15,$4138
2017-01-15,$3653
2017-01-15,$3086
2017-01-15,$1823
2017-01-15,$1389
2017-01-15,$1029
2017-01-16,$1848
2017-01-16,$1826
2017-01-16,$3040
2017-01-16,$1394
2017-01-16,$1237
2017-01-16,$1690
2017-01-16,$1829
2017-01-16,$2738
2017-01-16,$2078
2017-01-16,$855
2017-01-16,$2139
2017-01-16,$1156
2017-01-16,$871
2017-01-16,$1356
2017-01-16,$1391
2017-01-16,$723
2017-01-16,$1536
2017-01-16,$1289
2017-01-16,$1082
2017-01-16,$1294
2017-01-16,$1036
2017-01-16,$726
2017-01-16,$970
2017-01-16,$2187
2017-01-16,$819
2017-01-16,$563
2017-01-16,$1523
2017-01-16,$1187
2017-01-16,$1170
2017-01-16,$782
2017-01-16,$1366
2017-01-16,$615
2017-01-16,$975
2017-01-16,$2216
2017-01-16,$699
2017-01-16,$1109
2017-01-16,$1541
2017-01-16,$1309
2017-01-16,$1349
2017-01-16,$1457
2017-01-16,$1007
2017-01-16,$1025
2017-01-16,$1478
2017-01-16,$4063
2017-01-16,$3502
2017-01-16,$3080
2017-01-16,$3679
2017-01-16,$2565
2017-01-16,$2944
2017-01-16,$2203
2017-01-16,$1561
2017-01-16,$1056
2017-01-16,$904
2017-01-17,$1753
2017-01-17,$1694
2017-01-17,$2744
2017-01-17,$1224
2017-01-17,$1246
2017-01-17,$1575
2017-01-17,$1788
2017-01-17,$2487
2017-01-17,$1964
2017-01-17,$845
2017-01-17,$2043
2017-01-17,$1084
2017-01-17,$807
2017-01-17,$1275
2017-01-17,$1296
2017-01-17,$678
2017-01-17,$1441
2017-01-17,$1292
2017-01-17,$972
2017-01-17,$1275
2017-01-17,$1059
2017-01-17,$704
2017-01-17,$1008
2017-01-17,$2095
2017-01-17,$721
2017-01-17,$550
2017-01-17,$1498
2017-01-17,$1355
2017-01-17,$1250
2017-01-17,$826
2017-01-17,$1425
2017-01-17,$642
2017-01-17,$980
2017-01-17,$2168
2017-01-17,$744
2017-01-17,$1205
2017-01-17,$1483
2017-01-17,$1307
2017-01-17,$1372
2017-01-17,$1504
2017-01-17,$995
2017-01-17,$1051
2017-01-17,$1269
2017-01-17,$3787
2017-01-17,$3171
2017-01-17,$2809
2017-01-17,$3341
2017-01-17,$2354
2017-01-17,$2573
2017-01-17,$2075
2017-01-17,$1600
2017-01-17,$944
2017-01-17,$745
2017-01-18,$1871
2017-01-18,$1851
2017-01-18,$3030
2017-01-18,$1501
2017-01-18,$1164
2017-01-18,$1716
2017-01-18,$2027
2017-01-18,$2760
2017-01-18,$1871
2017-01-18,$784
2017-01-18,$1989
2017-01-18,$1124
2017-01-18,$724
2017-01-18,$1107
2017-01-18,$1288
2017-01-18,$596
2017-01-18,$1302
2017-01-18,$1161
2017-01-18,$984
2017-01-18,$1255
2017-01-18,$1004
2017-01-18,$683
2017-01-18,$946
2017-01-18,$2246
2017-01-18,$831
2017-01-18,$570
2017-01-18,$1617
2017-01-18,$1070
2017-01-18,$1084
2017-01-18,$789
2017-01-18,$1161
2017-01-18,$555
2017-01-18,$836
2017-01-18,$1967
2017-01-18,$609
2017-01-18,$1005
2017-01-18,$1644
2017-01-18,$1381
2017-01-18,$1263
2017-01-18,$1283
2017-01-18,$1089
2017-01-18,$1183
2017-01-18,$1238
2017-01-18,$4237
2017-01-18,$3300
2017-01-18,$2872
2017-01-18,$3533
2017-01-18,$2379
2017-01-18,$2882
2017-01-18,$2107
2017-01-18,$1750
2017-01-18,$1089
2017-01-18,$676
2017-01-19,$1623
2017-01-19,$1694
2017-01-19,$2632
2017-01-19,$1180
2017-01-19,$1156
2017-01-19,$1487
2017-01-19,$1731
2017-01-19,$2430
2017-01-19,$1744
2017-01-19,$677
2017-01-19,$1841
2017-01-19,$1141
2017-01-19,$751
2017-01-19,$1224
2017-01-19,$1235
2017-01-19,$602
2017-01-19,$1261
2017-01-19,$1104
2017-01-19,$928
2017-01-19,$1261
2017-01-19,$958
2017-01-19,$637
2017-01-19,$938
2017-01-19,$2113
2017-01-19,$752
2017-01-19,$461
2017-01-19,$1406
2017-01-19,$1099
2017-01-19,$1097
2017-01-19,$716
2017-01-19,$1283
2017-01-19,$583
2017-01-19,$868
2017-01-19,$2013
2017-01-19,$628
2017-01-19,$1024
2017-01-19,$1495
2017-01-19,$1131
2017-01-19,$1182
2017-01-19,$1225
2017-01-19,$1188
2017-01-19,$1028
2017-01-19,$1216
2017-01-19,$3470
2017-01-19,$3023
2017-01-19,$2576
2017-01-19,$3074
2017-01-19,$2163
2017-01-19,$2500
2017-01-19,$1909
2017-01-19,$1373
2017-01-19,$876
2017-01-19,$681
2017-01-20,$1546
2017-01-20,$1616
2017-01-20,$2978
2017-01-20,$1272
2017-01-20,$1231
2017-01-20,$1410
2017-01-20,$1767
2017-01-20,$2675
2017-01-20,$1584
2017-01-20,$615
2017-01-20,$1831
2017-01-20,$992
2017-01-20,$750
2017-01-20,$1186
2017-01-20,$1194
2017-01-20,$579
2017-01-20,$1126
2017-01-20,$1001
2017-01-20,$888
2017-01-20,$992
2017-01-20,$859
2017-01-20,$598
2017-01-20,$965
2017-01-20,$2336
2017-01-20,$1075
2017-01-20,$573
2017-01-20,$1537
2017-01-20,$1082
2017-01-20,$1036
2017-01-20,$729
2017-01-20,$1244
2017-01-20,$621
2017-01-20,$673
2017-01-20,$2266
2017-01-20,$614
2017-01-20,$1039
2017-01-20,$1576
2017-01-20,$1311
2017-01-20,$1269
2017-01-20,$1308
2017-01-20,$1047
2017-01-20,$1134
2017-01-20,$1236
2017-01-20,$3997
2017-01-20,$3733
2017-01-20,$3039
2017-01-20,$3686
2017-01-20,$2389
2017-01-20,$3191
2017-01-20,$2297
2017-01-20,$1725
2017-01-20,$932
2017-01-20,$599
2017-01-21,$1419
2017-01-21,$2212
2017-01-21,$3920
2017-01-21,$1709
2017-01-21,$1304
2017-01-21,$2208
2017-01-21,$1836
2017-01-21,$3176
2017-01-21,$2370
2017-01-21,$872
2017-01-21,$2534
2017-01-21,$1301
2017-01-21,$1079
2017-01-21,$1550
2017-01-21,$1312
2017-01-21,$834
2017-01-21,$1726
2017-01-21,$1381
2017-01-21,$1533
2017-01-21,$1652
2017-01-21,$1321
2017-01-21,$796
2017-01-21,$1030
2017-01-21,$2284
2017-01-21,$1530
2017-01-21,$616
2017-01-21,$1853
2017-01-21,$1378
2017-01-21,$1297
2017-01-21,$751
2017-01-21,$1541
2017-01-21,$696
2017-01-21,$1070
2017-01-21,$2358
2017-01-21,$786
2017-01-21,$1215
2017-01-21,$1646
2017-01-21,$2074
2017-01-21,$1659
2017-01-21,$1417
2017-01-21,$1263
2017-01-21,$1495
2017-01-21,$1506
2017-01-21,$5486
2017-01-21,$4666
2017-01-21,$4511
2017-01-21,$4874
2017-01-21,$3880
2017-01-21,$3739
2017-01-21,$3204
2017-01-21,$1656
2017-01-21,$1363
2017-01-21,$924
2017-01-22,$534
2017-01-22,$2179
2017-01-22,$3826
2017-01-22,$1734
2017-01-22,$1128
2017-01-22,$2187
2017-01-22,$1691
2017-01-22,$2901
2017-01-22,$2187
2017-01-22,$876
2017-01-22,$2640
2017-01-22,$1234
2017-01-22,$913
2017-01-22,$1026
2017-01-22,$1143
2017-01-22,$805
2017-01-22,$1973
2017-01-22,$1309
2017-01-22,$1231
2017-01-22,$2234
2017-01-22,$1413
2017-01-22,$664
2017-01-22,$945
2017-01-22,$1706
2017-01-22,$953
2017-01-22,$563
2017-01-22,$2032
2017-01-22,$1600
2017-01-22,$1320
2017-01-22,$694
2017-01-22,$1538
2017-01-22,$638
2017-01-22,$873
2017-01-22,$2126
2017-01-22,$716
2017-01-22,$1207
2017-01-22,$1251
2017-01-22,$1818
2017-01-22,$1519
2017-01-22,$1193
2017-01-22,$1329
2017-01-22,$1362
2017-01-22,$1534
2017-01-22,$5286
2017-01-22,$4513
2017-01-22,$4669
2017-01-22,$4872
2017-01-22,$4221
2017-01-22,$3625
2017-01-22,$2956
2017-01-22,$1772
2017-01-22,$1369
2017-01-22,$971
2017-01-23,$1836
2017-01-23,$1901
2017-01-23,$3000
2017-01-23,$1456
2017-01-23,$1302
2017-01-23,$1755
2017-01-23,$1931
2017-01-23,$2608
2017-01-23,$1985
2017-01-23,$895
2017-01-23,$2127
2017-01-23,$1190
2017-01-23,$843
2017-01-23,$1305
2017-01-23,$1403
2017-01-23,$702
2017-01-23,$1542
2017-01-23,$1215
2017-01-23,$1151
2017-01-23,$1335
2017-01-23,$1038
2017-01-23,$781
2017-01-23,$940
2017-01-23,$2204
2017-01-23,$765
2017-01-23,$576
2017-01-23,$1568
2017-01-23,$1190
2017-01-23,$1183
2017-01-23,$766
2017-01-23,$1369
2017-01-23,$609
2017-01-23,$927
2017-01-23,$2189
2017-01-23,$778
2017-01-23,$1115
2017-01-23,$1478
2017-01-23,$1309
2017-01-23,$1299
2017-01-23,$1456
2017-01-23,$992
2017-01-23,$1108
2017-01-23,$1277
2017-01-23,$3982
2017-01-23,$3414
2017-01-23,$3067
2017-01-23,$3553
2017-01-23,$2553
2017-01-23,$2816
2017-01-23,$2248
2017-01-23,$1500
2017-01-23,$1036
2017-01-23,$858
2017-01-24,$1763
2017-01-24,$1832
2017-01-24,$2748
2017-01-24,$1312
2017-01-24,$1242
2017-01-24,$1567
2017-01-24,$1831
2017-01-24,$2509
2017-01-24,$1839
2017-01-24,$925
2017-01-24,$1966
2017-01-24,$1135
2017-01-24,$811
2017-01-24,$1334
2017-01-24,$1383
2017-01-24,$679
2017-01-24,$1408
2017-01-24,$1355
2017-01-24,$1026
2017-01-24,$1374
2017-01-24,$1011
2017-01-24,$680
2017-01-24,$954
2017-01-24,$2007
2017-01-24,$700
2017-01-24,$515
2017-01-24,$1527
2017-01-24,$1318
2017-01-24,$1274
2017-01-24,$830
2017-01-24,$1278
2017-01-24,$614
2017-01-24,$932
2017-01-24,$2088
2017-01-24,$679
2017-01-24,$1145
2017-01-24,$1478
2017-01-24,$1181
2017-01-24,$1311
2017-01-24,$1494
2017-01-24,$1304
2017-01-24,$993
2017-01-24,$1412
2017-01-24,$3637
2017-01-24,$3115
2017-01-24,$2725
2017-01-24,$3110
2017-01-24,$2121
2017-01-24,$2507
2017-01-24,$2106
2017-01-24,$1399
2017-01-24,$916
2017-01-24,$749
2017-01-25,$1867
2017-01-25,$1947
2017-01-25,$3026
2017-01-25,$1408
2017-01-25,$1250
2017-01-25,$1629
2017-01-25,$1984
2017-01-25,$2673
2017-01-25,$1763
2017-01-25,$762
2017-01-25,$1937
2017-01-25,$1155
2017-01-25,$757
2017-01-25,$1189
2017-01-25,$1298
2017-01-25,$627
2017-01-25,$1338
2017-01-25,$1180
2017-01-25,$996
2017-01-25,$1287
2017-01-25,$840
2017-01-25,$663
2017-01-25,$998
2017-01-25,$2115
2017-01-25,$885
2017-01-25,$512
2017-01-25,$1627
2017-01-25,$1038
2017-01-25,$1050
2017-01-25,$698
2017-01-25,$1169
2017-01-25,$591
2017-01-25,$808
2017-01-25,$1924
2017-01-25,$575
2017-01-25,$979
2017-01-25,$1548
2017-01-25,$1330
2017-01-25,$1159
2017-01-25,$1228
2017-01-25,$1474
2017-01-25,$1117
2017-01-25,$1251
2017-01-25,$3994
2017-01-25,$3246
2017-01-25,$2817
2017-01-25,$3287
2017-01-25,$2201
2017-01-25,$2791
2017-01-25,$2021
2017-01-25,$1576
2017-01-25,$1063
2017-01-25,$667
2017-01-26,$1630
2017-01-26,$1608
2017-01-26,$2699
2017-01-26,$1197
2017-01-26,$1144
2017-01-26,$1451
2017-01-26,$1745
2017-01-26,$2314
2017-01-26,$1660
2017-01-26,$755
2017-01-26,$1880
2017-01-26,$1129
2017-01-26,$777
2017-01-26,$1207
2017-01-26,$1199
2017-01-26,$605
2017-01-26,$1301
2017-01-26,$1120
2017-01-26,$895
2017-01-26,$1229
2017-01-26,$876
2017-01-26,$643
2017-01-26,$891
2017-01-26,$1900
2017-01-26,$688
